Cust_Id,American Beauty,The Wedding Planner,Pirates of the Caribbean: The Curse of the Black Pearl,50 First Dates,What Women Want,The Bourne Supremacy,Lord of the Rings: The Fellowship of the Ring,Braveheart,Ghost,Men in Black II,The Last Samurai,Bruce Almighty,Shrek 2,Finding Nemo (Widescreen),The Sixth Sense,The Italian Job,Beijing Bicycle,Pearl Harbor,Pulp Fiction,Forrest Gump,Lord of the Rings: The Two Towers,Swordfish,Spider-Man 2,Lost in Translation,The Rock,Twister,Mystic River,John Q,Double Jeopardy,Men in Black,Two Weeks Notice,Troy,Gladiator,The Patriot,Lethal Weapon 4,Kill Bill: Vol. 1,How to Lose a Guy in 10 Days,The Shawshank Redemption: Special Edition,The Matrix,Ocean's Eleven,Independence Day,The Day After Tomorrow,Sweet Home Alabama,Con Air,The Green Mile,The Fugitive,Titanic,Indiana Jones and the Last Crusade,National Treasure,The Terminal
2218735,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.7659033078880406,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
2220732,5.0,3.0,4.0,,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.385360602798708,4.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,,4.0,5.0,4.0,3.0,4.0,5.0,3.0
2225743,3.0,,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,2.096045197740113,4.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,4.0,3.0,5.0,4.0,3.0,4.0
2226510,4.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.2203389830508473,4.0,2.0,5.0,5.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0
2232563,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,3.2820874471086037,3.0,,5.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,
2237185,5.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,3.354493580599144,2.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,,5.0,2.0,4.0
2238060,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.051646223369916,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2248080,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.8150903294367695,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0
2250323,3.0,2.0,3.0,,,,3.0,4.0,3.0,2.0,3.0,,,,3.0,,2.8988095238095237,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,,4.0,3.0,3.0,2.0,,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0
2251582,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,2.6267806267806266,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0
2254751,5.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,3.195918367346939,1.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,,2.0,3.0,2.0,1.0,3.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0
2255880,2.0,,3.0,,,3.0,3.0,3.0,2.0,2.0,3.0,,3.0,2.0,2.0,2.0,2.4850361197110424,1.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,,3.0,,3.0,2.0,1.0,1.0,3.0,,3.0,2.0,3.0,2.0,3.0,,2.0,2.0,3.0,1.0,3.0,2.0,
2256485,1.0,1.0,4.0,3.0,,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,1.8344947735191637,3.0,,3.0,4.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0
2256731,3.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,2.6869455006337137,4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0
2260832,,,1.0,1.0,,2.0,,,1.0,2.0,1.0,1.0,1.0,3.0,,,2.415614236509759,1.0,4.0,1.0,,1.0,,2.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,
2266083,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.077102803738318,,3.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,,4.0,4.0,4.0,4.0,,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
2268573,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0474452554744524,2.0,3.0,2.0,2.0,3.0,2.0,3.0,,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0
2282041,3.0,,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,,3.8548387096774195,,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,,5.0,,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0
2284890,4.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0825688073394497,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0,,3.0,3.0,4.0,4.0,4.0,2.0,4.0,,5.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0
2291170,4.0,3.0,3.0,,2.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,,4.0,5.0,4.0,3.858176555716353,,3.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,,3.0,4.0,2.0,3.0,5.0,,2.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0
2291306,2.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.1380345086271566,1.0,5.0,1.0,5.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0
2297136,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,1.8915289256198347,5.0,1.0,5.0,5.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0
2299661,5.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.9459783913565425,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
2299951,5.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,3.289208633093525,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,,2.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,,5.0,4.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,4.0,3.0
2315012,,5.0,5.0,1.0,5.0,1.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,5.0,5.0,5.0,2.4873873873873875,5.0,,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,,5.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,,3.0
2320697,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.55659276546091,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0
2327743,4.0,3.0,5.0,4.0,3.0,,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.3219315895372232,3.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,,3.0
2328511,2.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,,,4.0,4.0,5.0,,3.437593984962406,5.0,2.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,,,3.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0
2329026,3.0,,,,,,5.0,3.0,3.0,4.0,,,,,,,3.386946386946387,,4.0,4.0,5.0,2.0,3.0,4.0,,,4.0,,,5.0,,,,,3.0,3.0,,3.0,3.0,3.0,,3.0,2.0,2.0,,4.0,2.0,4.0,,
2339135,5.0,2.0,1.0,,1.0,,,,5.0,2.0,,,,4.0,5.0,4.0,3.421511627906977,1.0,1.0,3.0,,,3.0,1.0,,,,,2.0,2.0,,,4.0,,,,,5.0,5.0,4.0,,,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0
2354740,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.7373004354136428,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
2360906,4.0,,3.0,2.0,1.0,,2.0,3.0,1.0,3.0,1.0,,2.0,3.0,2.0,2.0,2.734375,,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,,2.0,3.0,,,4.0,,,2.0,,3.0,2.0,2.0,2.0,,,2.0,2.0,4.0,2.0,3.0,2.0,2.0
2366462,2.0,,2.0,3.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,1.0,,5.0,3.0,3.1400560224089635,4.0,3.0,4.0,,3.0,3.0,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,
2375962,3.0,,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,2.7616345062429057,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,2.0,5.0,4.0,3.0,,2.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0
2385435,4.0,,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,,4.0,5.0,5.0,5.0,,4.051470588235294,,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,,,4.0,,,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,,3.0,4.0,4.0,2.0,5.0,,4.0
2389367,4.0,1.0,,4.0,3.0,,,,2.0,3.0,,3.0,,4.0,4.0,3.0,3.112345679012346,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,,2.0,,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,,3.0,4.0
2398923,4.0,3.0,5.0,5.0,,5.0,5.0,4.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.761904761904762,3.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,3.0,1.0,3.0,1.0,5.0,4.0,3.0,5.0,5.0,1.0,2.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0
2401585,,3.0,5.0,,,5.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,5.0,3.350073855243722,1.0,5.0,1.0,5.0,5.0,3.0,,5.0,3.0,4.0,5.0,3.0,4.0,,5.0,5.0,5.0,3.0,,,5.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,
2404142,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.6816380449141346,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0
2417531,4.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.2017673048600885,1.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,,5.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0
2429294,,,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,4.0,4.5609418282548475,4.0,4.0,,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
2430041,5.0,,4.0,4.0,,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,5.0,3.0,,3.115979381443299,,4.0,4.0,3.0,,4.0,4.0,3.0,2.0,,,,3.0,4.0,,3.0,3.0,2.0,5.0,,5.0,4.0,3.0,2.0,2.0,3.0,,3.0,3.0,3.0,4.0,,
2433610,5.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.092171717171717,1.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0
2438449,5.0,3.0,5.0,5.0,,,5.0,5.0,4.0,4.0,5.0,5.0,,5.0,5.0,5.0,4.251207729468599,4.0,5.0,4.0,5.0,5.0,,4.0,5.0,3.0,5.0,5.0,,4.0,,,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,,3.0,5.0,4.0,5.0,4.0,5.0,,
2439493,2.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,2.0,5.0,3.0,1.0,1.0,1.2329427980702963,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,4.0,5.0
2446249,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.2199108469539377,4.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0
2450433,4.0,,5.0,,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,,5.0,5.0,3.0,3.143705463182898,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,,5.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0
2457095,2.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,2.4403726708074536,2.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0
2460347,1.0,,1.0,,3.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.4065196548418024,2.0,1.0,5.0,1.0,1.0,,,2.0,1.0,2.0,5.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,,3.0,1.0,5.0,1.0,5.0,2.0,,
2463759,4.0,1.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,,4.0,5.0,3.0,3.2027027027027026,2.0,5.0,5.0,5.0,4.0,3.0,4.0,,3.0,3.0,,,4.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0
2464081,3.0,,5.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,5.0,5.0,4.323770491803279,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0
2475820,5.0,3.0,5.0,5.0,3.0,4.0,,5.0,4.0,3.0,,3.0,5.0,4.0,,2.0,3.4728323699421964,2.0,5.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,,5.0,4.0,5.0,2.0,5.0,5.0,3.0,,4.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0
2479320,5.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,2.65,1.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0
2484944,3.0,3.0,5.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,2.968545216251638,5.0,5.0,4.0,3.0,3.0,5.0,,3.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,
2485642,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,3.7001013171225936,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0
2488357,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.729665071770335,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
2494753,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,,5.0,4.0,4.0,3.4139715394566625,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,3.0,3.0,2.0,,5.0,4.0,4.0,5.0,4.0,4.0
2499884,4.0,,5.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,2.7054161162483488,3.0,5.0,5.0,5.0,4.0,,3.0,3.0,3.0,2.0,,3.0,4.0,3.0,1.0,4.0,,4.0,4.0,3.0,4.0,5.0,1.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0
2509048,,3.0,5.0,,3.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.5947901591895803,3.0,,2.0,5.0,2.0,2.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,5.0,,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,,5.0,4.0,
2511278,,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.8417910447761194,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2514777,5.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.993478260869565,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,,,1.0,5.0,1.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0
2519299,4.0,3.0,3.0,4.0,3.0,,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,2.978982300884956,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0
2520506,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.906578947368421,2.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,,2.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,,5.0,5.0,5.0,3.0,3.0
2523426,4.0,3.0,5.0,,3.0,3.0,3.0,1.0,3.0,,3.0,4.0,3.0,5.0,4.0,4.0,3.2125874125874128,3.0,3.0,5.0,4.0,2.0,5.0,2.0,,2.0,5.0,,3.0,1.0,3.0,3.0,3.0,,,,3.0,5.0,3.0,3.0,,3.0,5.0,,3.0,4.0,5.0,3.0,,4.0
2534061,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,2.1838407494145198,4.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0
2535052,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.265604249667995,4.0,3.0,4.0,5.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0
2535512,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,,4.0,5.0,4.0,3.451339915373766,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,,,3.0,4.0,4.0,,,,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0
2537543,1.0,,1.0,4.0,5.0,2.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,2.7533898305084747,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,4.0,5.0,4.0,1.0,4.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0
2538506,3.0,,4.0,,4.0,4.0,2.0,4.0,5.0,5.0,,2.0,4.0,4.0,5.0,3.0,2.5474537037037037,,5.0,5.0,1.0,4.0,2.0,,5.0,5.0,3.0,2.0,4.0,5.0,1.0,,,,5.0,,2.0,4.0,2.0,2.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,
